,Frequency,TotalPf,b_phase_current,b_phase_pf,b_phase_voltage,lag_only_reactive_energy,lead_only_reactive_energy,r_phase_current,r_phase_pf,r_phase_voltage,meter serial_no,timestamp,total_active_power,total_apparent_energy,total_apparent_power,total_reactive_power,total_real_energy,y_phase_current,y_phase_pf,y_phase_voltage
679,49.8,0.9252,8.313,0.9265,244.77,1294.41,63.96,0.581,1,243.989,600002,01-10-2018 05:40,2102.4,7954.23,2297.93,903.796,7590.66,0.45,0.8943,242.597
680,49.83,0.9761,1.116,1,247.061,1294.41,63.96,0.589,1,243.711,600002,01-10-2018 05:41,545.497,7954.24,547.497,47.713,7590.67,0.45,0.8968,242.639
681,49.82,0.974,1.113,1,247.111,1294.42,63.96,0.588,1,244.026,600002,01-10-2018 05:41,544.425,7954.24,546.425,48.068,7590.67,0.45,0.894,242.412
682,49.8,0.9757,1.113,1,247.457,1294.42,63.96,0.585,1,243.756,600002,01-10-2018 05:42,544.729,7954.25,546.729,47.863,7590.67,0.45,0.8957,242.436
683,49.8,0.9783,1.111,1,247.015,1294.42,63.96,0.588,1,244.009,600002,01-10-2018 05:42,544.396,7954.25,546.396,47.597,7590.68,0.45,0.8993,242.396
684,49.8,0.9776,1.114,1,247.03,1294.42,63.96,0.58,1,243.551,600002,01-10-2018 05:43,544.063,7954.26,545.93,47.464,7590.68,0.45,0.8976,242.39
685,49.9,0.9783,1.111,1,247.04,1294.42,63.96,0.584,1,243.647,600002,01-10-2018 05:43,543.998,7954.26,545.926,47.426,7590.69,0.45,0.899,242.204
686,50,0.977,1.12,1,247.129,1294.42,63.96,0.587,1,243.65,600002,01-10-2018 05:44,544.729,7954.27,546.729,47.596,7590.69,0.45,0.8956,242.382
687,50,0.9777,1.12,1,247.443,1294.42,63.96,0.59,1,243.37,600002,01-10-2018 05:44,545.33,7954.27,547.33,47.731,7590.7,0.45,0.8971,242.442
688,50,0.945,6.632,0.9551,245.557,1294.42,63.96,0.587,1,243.909,600002,01-10-2018 05:45,1751.93,7954.29,1888.86,661.998,7590.71,0.45,0.8978,242.643
689,50,0.9183,12.352,0.9011,243.913,1294.43,63.96,4.281,0.9905,243.475,600002,01-10-2018 05:45,3900.93,7954.32,4149,1390.57,7590.74,0.45,0.8954,242.968
690,50,0.93,12.137,0.8936,244.082,1294.44,63.96,7.173,1,242.959,600002,01-10-2018 05:46,4572.92,7954.36,4769.84,1357.84,7590.78,0.45,0.8943,242.965
691,50,0.9696,4.722,0.9631,246.383,1294.45,63.96,7.076,1,242.543,600002,01-10-2018 05:46,2941.53,7954.38,3005.2,475.131,7590.81,0.45,0.897,242.904
692,50,0.99,1.11,1,247.518,1294.45,63.96,7.053,1,242.818,600002,01-10-2018 05:47,2156,7954.4,2156,47.712,7590.82,0.45,0.8947,242.668
693,50,0.99,1.11,1,247.297,1294.45,63.96,7.089,1,242.675,600002,01-10-2018 05:47,2163.07,7954.42,2163.07,47.639,7590.84,0.45,0.8989,242.618
694,50,0.9879,1.11,1,247.176,1294.45,63.96,5.627,1,243.217,600002,01-10-2018 05:48,1799.33,7954.44,1799.73,47.596,7590.86,0.45,0.8971,242.397
695,50,0.98,1.11,1,246.819,1294.45,63.96,0.58,1,244.889,600002,01-10-2018 05:48,544.069,7954.44,545.782,46.782,7590.86,0.45,0.9,242.019
696,50,0.98,1.117,1,246.969,1294.45,63.96,0.581,1,244.85,600002,01-10-2018 05:49,544.196,7954.45,545.663,46.464,7590.86,0.45,0.9,242.097
697,50,0.9792,1.11,1,247.004,1294.45,63.96,0.562,1,244.625,600002,01-10-2018 05:49,537.71,7954.45,539.211,46.354,7590.87,0.45,0.9,242.046
698,50,0.9736,1.113,1,246.996,1294.45,63.96,0.44,1,244.583,600002,01-10-2018 05:50,501.463,7954.45,503.463,46.331,7590.87,0.45,0.9,242.023
699,50,0.9726,1.12,1,247.276,1294.45,63.96,0.44,1,243.576,600002,01-10-2018 05:50,501.57,7954.46,503.57,46.425,7590.88,0.45,0.9006,242.132
700,50,0.9436,7.321,0.9558,245.218,1294.46,63.96,0.44,1,243.623,600002,01-10-2018 05:51,1870.33,7954.47,2006.66,701.13,7590.89,0.45,0.9,242.316
701,50,0.9058,12.251,0.9043,243.43,1294.47,63.96,0.44,1,243.963,600002,01-10-2018 05:51,2941.93,7954.5,3214.59,1296.53,7590.92,0.45,0.8983,242.337
702,50,0.9282,8.162,0.9355,244.368,1294.48,63.96,0.44,1,243.861,600002,01-10-2018 05:52,2206.64,7954.52,2406.78,943.14,7590.94,0.45,0.9,242.154
703,50,0.971,1.11,1,246.643,1294.48,63.96,0.44,1,242.831,600002,01-10-2018 05:52,498.398,7954.53,500.398,46.397,7590.94,0.45,0.8989,241.736
704,50,0.972,1.11,1,246.419,1294.48,63.96,0.44,1,242.675,600002,01-10-2018 05:53,497.639,7954.53,499.639,46.497,7590.94,0.45,0.899,241.71
705,50,0.972,1.11,1,246.489,1294.48,63.96,0.44,1,242.704,600002,01-10-2018 05:53,498.458,7954.53,500.458,46,7590.95,0.45,0.9,241.597
706,50,0.9706,1.11,1,246.469,1294.48,63.96,0.44,1,242.748,600002,01-10-2018 05:54,498.282,7954.54,500.282,46.353,7590.95,0.45,0.9,241.561
707,50,0.9841,1.112,1,246.768,1294.48,63.96,4.941,1,242.074,600002,01-10-2018 05:54,1613.07,7954.55,1613.64,46.495,7590.97,0.45,0.9,241.668
708,50,0.99,1.113,1,247.033,1294.48,63.96,6.994,1,241.433,600002,01-10-2018 05:55,2120.78,7954.57,2120.78,46.639,7590.98,0.45,0.8989,241.79
709,50,0.9737,4.708,0.9722,245.897,1294.48,63.96,6.918,1,240.897,600002,01-10-2018 05:55,2881.46,7954.59,2938.77,440.766,7591.01,0.45,0.8974,241.913
710,50,0.9379,12.415,0.907,243.371,1294.49,63.96,6.886,1,242.437,600002,01-10-2018 05:56,4582.8,7954.63,4763.4,1300.8,7591.05,0.45,0.8984,242.11
711,50,0.93,12.101,0.8955,243.567,1294.5,63.96,6.899,1,242.69,600002,01-10-2018 05:56,4489.92,7954.67,4683.5,1334,7591.08,0.45,0.8983,242.24
712,50,0.975,2.575,0.9849,246.67,1294.51,63.96,4.626,1,242.264,600002,01-10-2018 05:57,1853.93,7954.69,1880.6,218.863,7591.1,0.45,0.9005,241.937
713,50,0.971,1.115,1,246.683,1294.51,63.96,0.44,1,243.697,600002,01-10-2018 05:57,498.997,7954.69,500.997,46.529,7591.1,0.45,0.9,241.762
714,50,0.972,1.11,1,246.621,1294.51,63.96,0.44,1,244.32,600002,01-10-2018 05:58,499.228,7954.7,501.228,46.536,7591.11,0.45,0.8989,241.651
715,50,0.9706,1.11,1,246.875,1294.51,63.96,0.44,1,243.043,600002,01-10-2018 05:58,499.331,7954.7,501.331,46.263,7591.11,0.45,0.9,241.956
716,50,0.9705,1.116,1,246.837,1294.51,63.96,0.44,1,242.944,600002,01-10-2018 05:59,499.397,7954.71,501.397,46.732,7591.11,0.45,0.9,241.99
717,50,0.9706,1.111,1,246.912,1294.51,63.96,0.44,1,243.12,600002,01-10-2018 05:59,499.228,7954.71,501.228,46.381,7591.12,0.45,0.9,241.99
718,50,0.9705,1.113,1,247.212,1294.51,63.96,0.44,1,242.983,600002,01-10-2018 06:00,500.212,7954.72,502.212,46.781,7591.12,0.45,0.9,242.254
719,50.02,0.97,1.12,1,247.276,1294.51,63.96,0.44,1,243.326,600002,01-10-2018 06:00,500.926,7954.72,502.926,46.998,7591.13,0.45,0.8992,242.554
720,50.1,0.9422,6.896,0.9557,245.615,1294.51,63.96,0.44,1,244.431,600002,01-10-2018 06:01,1781.91,7954.74,1913.16,667.831,7591.14,0.45,0.8972,242.914
721,50.1,0.9051,12.236,0.9051,243.844,1294.52,63.96,0.44,1,245.289,600002,01-10-2018 06:01,2947,7954.76,3220.38,1299.23,7591.17,0.45,0.8982,243.205
722,50.1,0.9099,10.253,0.9097,244.612,1294.53,63.96,0.44,1,245.132,600002,01-10-2018 06:02,2488.5,7954.78,2732.93,1120.85,7591.19,0.45,0.9,243.155
723,50.1,0.97,1.12,1,247.718,1294.53,63.96,0.44,1,243.976,600002,01-10-2018 06:02,501.211,7954.79,503.211,47.711,7591.19,0.45,0.8969,243.033
724,50.1,0.97,1.12,1,247.564,1294.53,63.96,0.44,1,243.97,600002,01-10-2018 06:03,501.131,7954.79,503.131,47.797,7591.19,0.45,0.8976,242.951
725,50.02,0.97,1.118,1,247.482,1294.53,63.96,0.44,1,243.89,600002,01-10-2018 06:03,501.075,7954.8,503.075,47.227,7591.2,0.45,0.9,242.652
726,50,0.99,1.12,1,247.69,1294.54,63.96,6.75,1,242.176,600002,01-10-2018 06:04,2090.6,7954.81,2106.79,112.462,7591.22,0.45,0.8942,242.903
727,50,0.99,1.115,1,247.705,1294.54,63.96,6.965,1,241.996,600002,01-10-2018 06:04,2118.92,7954.83,2118.92,47.304,7591.23,0.45,0.8989,242.85
728,50,0.99,1.12,1,247.561,1294.54,63.96,6.915,1,242.526,600002,01-10-2018 06:05,2111.57,7954.85,2111.57,47.568,7591.25,0.45,0.9,242.626
729,50,0.99,1.12,1,247.304,1294.54,63.96,6.964,1,242.468,600002,01-10-2018 06:05,2123.28,7954.87,2123.28,47.283,7591.27,0.45,0.9,242.669
730,50,0.9597,8.473,0.9467,244.104,1294.54,63.96,6.965,1,243.605,600002,01-10-2018 06:06,3825.64,7954.9,3950.35,886.639,7591.3,0.45,0.8961,242.59
731,50,0.9338,12.127,0.9063,242.529,1294.55,63.96,5.695,1,243.184,600002,01-10-2018 06:06,4294.93,7954.94,4476.53,1251.6,7591.34,0.45,0.8963,242.549
732,50,0.9198,10.159,0.9228,242.503,1294.56,63.96,0.44,1,244.176,600002,01-10-2018 06:07,2508.28,7954.96,2719.64,1043.78,7591.36,0.45,0.9,242.197
733,50,0.9702,1.11,1,245.222,1294.56,63.96,0.44,1,242.877,600002,01-10-2018 06:07,496.663,7954.96,498.663,46.462,7591.36,0.45,0.9,241.876
734,50,0.9718,1.11,1,245.16,1294.56,63.96,0.44,1,242.761,600002,01-10-2018 06:08,496.641,7954.97,498.641,46.353,7591.36,0.45,0.9,241.56
735,50,0.9712,1.11,1,244.968,1294.56,63.96,0.44,1,242.582,600002,01-10-2018 06:08,495.922,7954.97,497.922,46.459,7591.37,0.45,0.9007,241.598
736,50,0.9704,1.11,1,245.032,1294.56,63.96,0.44,1,242.755,600002,01-10-2018 06:09,495.997,7954.98,497.997,46.068,7591.37,0.45,0.9,241.462
737,50,0.9733,1.11,1,245.154,1294.56,63.96,0.44,1,242.568,600002,01-10-2018 06:09,495.998,7954.98,497.926,45.856,7591.38,0.45,0.9003,241.318
738,50,0.9761,1.11,1,244.947,1294.56,63.96,0.44,1,242.426,600002,01-10-2018 06:10,495.425,7954.99,497.212,45.141,7591.38,0.45,0.9047,241.125
739,50,0.9784,1.11,1,244.797,1294.56,63.96,0.44,1,242.263,600002,01-10-2018 06:10,495.729,7954.99,497.264,44.53,7591.38,0.45,0.9037,240.882
740,50,0.9605,3.653,0.9764,243.582,1294.57,63.96,0.438,1,243.811,600002,01-10-2018 06:11,1036.35,7955,1107.49,335.425,7591.39,0.45,0.9046,240.648
741,50,0.9239,12.271,0.9204,240.54,1294.58,63.96,0.427,1,245.047,600002,01-10-2018 06:11,2967.5,7955.02,3183,1152.14,7591.42,0.45,0.9011,240.725
742,50,0.92,11.989,0.9161,240.632,1294.59,63.96,0.42,1,244.896,600002,01-10-2018 06:12,2883.64,7955.05,3113.28,1175,7591.44,0.447,0.8998,240.683
743,50,0.9605,4.06,0.9744,243.212,1294.59,63.96,0.421,1,243.674,600002,01-10-2018 06:12,1138.23,7955.06,1202.77,355.69,7591.45,0.45,0.902,240.396
744,50,0.9727,1.11,1,244.56,1294.59,63.96,2.839,0.9882,242.604,600002,01-10-2018 06:13,1063.92,7955.07,1083.77,119.844,7591.46,0.447,0.9036,240.652
745,50,0.99,1.11,1,245.155,1294.59,63.96,7.06,1,241.211,600002,01-10-2018 06:13,2132.4,7955.09,2132.4,45.262,7591.48,0.45,0.9023,241.049
746,50,0.99,1.11,1,244.982,1294.59,63.96,6.958,1,241.15,600002,01-10-2018 06:14,2105.46,7955.11,2105.46,45.73,7591.5,0.45,0.9003,240.989
747,49.86,0.99,1.11,1,244.832,1294.59,63.96,6.918,1,240.961,600002,01-10-2018 06:14,2093.57,7955.12,2093.57,45.57,7591.51,0.45,0.9025,240.725
748,49.84,0.99,1.11,1,244.902,1294.59,63.96,6.935,1,240.723,600002,01-10-2018 06:15,2097.53,7955.14,2097.53,44.999,7591.53,0.45,0.9037,240.671
749,49.8,0.99,1.11,1,244.67,1294.59,63.96,6.989,1,240.537,600002,01-10-2018 06:15,2109.86,7955.16,2109.86,45.064,7591.55,0.45,0.9029,240.556
750,49.8,0.9824,1.109,1,243.923,1294.59,63.96,2.148,1,242.169,600002,01-10-2018 06:16,920.529,7955.17,921.263,44.663,7591.56,0.443,0.9049,240.157
751,49.8,0.9384,10.934,0.9382,240.25,1294.6,63.96,0.57,1,243.863,600002,01-10-2018 06:16,2713.66,7955.19,2886.93,978.463,7591.58,0.447,0.9002,240.956
752,49.8,0.921,12.029,0.92,240.043,1294.61,63.96,0.57,1,243.57,600002,01-10-2018 06:17,2943.66,7955.22,3160.06,1150.73,7591.6,0.45,0.8977,241.59
753,49.88,0.954,5.737,0.9646,242.326,1294.61,63.96,0.572,1,242.033,600002,01-10-2018 06:17,1642.78,7955.23,1749.5,574.282,7591.62,0.45,0.9,241.503
754,49.88,0.98,1.109,1,243.53,1294.62,63.96,0.57,1,242.397,600002,01-10-2018 06:18,534.063,7955.24,535.196,45.865,7591.62,0.45,0.9005,241.137
755,49.86,0.9789,1.11,1,243.303,1294.62,63.96,0.574,1,241.883,600002,01-10-2018 06:18,533.196,7955.24,534.265,45.864,7591.62,0.45,0.9,240.903
756,49.8,0.98,1.11,1,243.35,1294.62,63.96,0.576,1,242.317,600002,01-10-2018 06:19,533.662,7955.24,534.863,45.863,7591.63,0.45,0.9013,240.929
757,49.8,0.98,1.106,1,243.323,1294.62,63.96,0.573,1,242.458,600002,01-10-2018 06:19,533.596,7955.25,534.729,45.529,7591.63,0.45,0.9023,240.803
758,49.8,0.98,1.108,1,243.19,1294.62,63.96,0.578,1,242.37,600002,01-10-2018 06:20,533.595,7955.25,534.595,45.731,7591.64,0.45,0.901,241.003
759,49.8,0.98,1.103,1,243.345,1294.62,63.96,0.573,1,242.404,600002,01-10-2018 06:20,533.639,7955.26,534.639,45.211,7591.64,0.45,0.9018,240.876
760,49.84,0.98,1.107,1,243.276,1294.62,63.96,0.57,1,242.125,600002,01-10-2018 06:21,533.069,7955.26,534.069,45.14,7591.65,0.45,0.9033,240.79
761,49.81,0.9552,6.009,0.9672,242.043,1294.62,63.96,0.575,1,242.596,600002,01-10-2018 06:21,1644.06,7955.28,1774.86,614.262,7591.66,0.45,0.9016,240.683
762,49.8,0.923,12.153,0.9197,240.409,1294.63,63.96,0.573,1,243.082,600002,01-10-2018 06:22,2972.46,7955.3,3190.53,1160.2,7591.68,0.45,0.9017,240.604
763,49.8,0.9197,11.932,0.913,240.418,1294.64,63.96,1.77,0.9905,242.684,600002,01-10-2018 06:22,3179.33,7955.33,3421.53,1254.46,7591.71,0.45,0.901,240.517
764,49.8,0.99,1.11,1,244.603,1294.64,63.96,7.195,1,239.682,600002,01-10-2018 06:23,2313.4,7955.35,2324.66,123.663,7591.73,0.45,0.9026,240.331
765,49.8,0.99,1.11,1,244.477,1294.64,63.96,7.106,1,239.623,600002,01-10-2018 06:23,2137.46,7955.37,2137.46,44.999,7591.75,0.447,0.9017,240.292
766,49.8,0.99,1.11,1,244.596,1294.64,63.96,7.073,1,239.544,600002,01-10-2018 06:24,2128.26,7955.38,2128.26,45.529,7591.76,0.447,0.9009,240.289
767,49.82,0.99,1.11,1,244.611,1294.64,63.96,7.092,1,239.539,600002,01-10-2018 06:24,2133.43,7955.4,2133.43,45.568,7591.78,0.447,0.9,240.482
768,49.88,0.99,1.113,1,244.712,1294.64,63.96,7.113,1,239.576,600002,01-10-2018 06:25,2140.35,7955.42,2140.35,44.495,7591.8,0.45,0.9053,240.469
769,49.95,0.9843,1.099,1,244.496,1294.64,63.96,3.453,1,240.837,600002,01-10-2018 06:25,1240.06,7955.43,1240.66,44.529,7591.81,0.448,0.9043,240.383
770,50,0.9747,0.85,1,244.382,1294.64,63.96,0.572,1,242.111,600002,01-10-2018 06:26,472.211,7955.43,474.211,44.712,7591.81,0.449,0.9054,240.319
771,50,0.9471,4.449,0.9659,243.103,1294.65,63.96,0.51,1,242.517,600002,01-10-2018 06:26,1226.73,7955.44,1313.13,426.064,7591.82,0.446,0.905,240.443
772,50,0.9176,11.9,0.917,240.769,1294.66,63.96,0.51,1,243.617,600002,01-10-2018 06:27,2879.13,7955.47,3104,1160.8,7591.85,0.42,0.8902,240.697
773,50,0.9147,11.668,0.91,240.847,1294.67,63.96,0.51,1,243.433,600002,01-10-2018 06:27,2811.14,7955.5,3046.57,1175.64,7591.87,0.424,0.8921,240.718
774,50,0.9611,2.337,0.9869,243.976,1294.67,63.96,0.51,1,242.319,600002,01-10-2018 06:28,769.14,7955.5,804.64,206.355,7591.88,0.45,0.9047,240.511
775,50,0.97,0.79,1,244.491,1294.67,63.96,0.51,1,242.123,600002,01-10-2018 06:28,429.329,7955.51,431.329,44.73,7591.88,0.45,0.907,240.563
776,50,0.97,0.79,1,244.476,1294.67,63.96,0.515,1,242.116,600002,01-10-2018 06:29,429.93,7955.51,431.93,44.663,7591.88,0.45,0.9063,240.53
777,50,0.97,0.79,1,244.39,1294.67,63.96,0.511,1,242.089,600002,01-10-2018 06:29,429.784,7955.51,431.784,44.854,7591.89,0.45,0.9069,240.618
778,50,0.97,0.79,1,244.454,1294.67,63.96,0.51,1,242.176,600002,01-10-2018 06:30,429.495,7955.52,431.495,44.856,7591.89,0.45,0.9075,240.725
779,50,0.97,0.79,1,244.29,1294.67,63.96,0.51,1,242.19,600002,01-10-2018 06:30,429.141,7955.52,431.141,45.211,7591.89,0.45,0.9068,240.875
780,50.01,0.97,0.79,1,244.503,1294.67,63.96,0.51,1,242.171,600002,01-10-2018 06:31,429.93,7955.53,431.93,44.664,7591.9,0.45,0.907,240.81
781,50.1,0.97,0.79,1,244.482,1294.67,63.96,0.51,1,242.281,600002,01-10-2018 06:31,429.921,7955.53,431.921,45.152,7591.9,0.45,0.9059,240.966
782,50.1,0.9584,4.089,0.9784,243.582,1294.67,63.96,1.774,0.9899,242.468,600002,01-10-2018 06:32,1461.43,7955.54,1533.21,429.068,7591.91,0.45,0.9069,241.368
783,50.1,0.9458,11.881,0.9158,241.476,1294.68,63.96,7.094,1,241.629,600002,01-10-2018 06:32,4530.33,7955.58,4679.66,1174.4,7591.95,0.45,0.9,241.904
784,50.1,0.94,11.614,0.9084,241.478,1294.69,63.96,6.976,1,241.391,600002,01-10-2018 06:33,4417.66,7955.62,4575.53,1193.13,7591.99,0.45,0.901,241.791
785,50.1,0.9764,3.662,0.9757,244.005,1294.7,63.96,6.951,1,239.677,600002,01-10-2018 06:33,2812.46,7955.64,2865.06,426.996,7592.01,0.45,0.9043,241.491
786,50.1,0.99,0.79,1,245.163,1294.7,63.96,7.005,1,238.45,600002,01-10-2018 06:34,2028.46,7955.66,2028.46,46.263,7592.03,0.45,0.901,241.51
787,50.04,0.99,0.79,1,245.146,1294.7,63.96,7.05,1,238.276,600002,01-10-2018 06:34,2038.78,7955.68,2038.78,46.068,7592.05,0.45,0.9019,241.683
788,50.1,0.9723,0.79,1,244.729,1294.7,63.96,1.22,1,240.723,600002,01-10-2018 06:35,644.73,7955.68,646.463,45.73,7592.05,0.45,0.9024,241.375
789,50.1,0.97,0.79,1,244.653,1294.7,63.96,0.51,1,240.926,600002,01-10-2018 06:35,429,7955.69,431,45.282,7592.05,0.45,0.9039,241.304
790,50.1,0.97,0.79,1,244.843,1294.7,63.96,0.51,1,240.95,600002,01-10-2018 06:36,428.864,7955.69,430.864,45.263,7592.06,0.45,0.907,241.224
791,50.1,0.97,0.79,1,244.833,1294.7,63.96,0.51,1,241.018,600002,01-10-2018 06:36,427.998,7955.7,429.998,44.997,7592.06,0.45,0.9076,241.247
792,50.1,0.97,0.79,1,244.776,1294.7,63.96,0.51,1,240.904,600002,01-10-2018 06:37,427.73,7955.7,429.73,45.263,7592.07,0.45,0.9063,241.237
793,50.1,0.97,0.79,1,244.876,1294.7,63.96,0.51,1,240.791,600002,01-10-2018 06:37,427.853,7955.7,429.853,44.854,7592.07,0.45,0.9075,241.191
794,50.1,0.927,11.33,0.9264,241.356,1294.71,63.96,0.5,1,242.337,600002,01-10-2018 06:38,2601.93,7955.73,2788.4,997.597,7592.09,0.45,0.907,240.297
795,50.1,0.9103,11.601,0.9092,241.305,1294.72,63.96,0.5,1,242.176,600002,01-10-2018 06:38,2802.57,7955.75,3043.64,1188,7592.12,0.45,0.9075,240.175
796,50,0.9418,5.524,0.9563,243.444,1294.72,63.96,0.506,1,240.743,600002,01-10-2018 06:39,1461.93,7955.77,1572.66,555.53,7592.13,0.45,0.9089,239.916
797,50,0.97,0.79,1,245.089,1294.72,63.96,0.508,1,239.923,600002,01-10-2018 06:39,425.529,7955.77,427.529,44.063,7592.13,0.45,0.91,239.616
798,50,0.97,0.79,1,245.024,1294.72,63.96,0.507,1,239.81,600002,01-10-2018 06:40,425.464,7955.77,427.464,43.33,7592.13,0.45,0.91,239.597
799,50,0.97,0.79,1,244.91,1294.73,63.96,0.506,1,239.865,600002,01-10-2018 06:40,425.395,7955.78,427.395,44.199,7592.14,0.45,0.907,239.65
800,50,0.97,0.79,1,244.827,1294.73,63.96,0.507,1,239.883,600002,01-10-2018 06:41,425.211,7955.78,427.211,44.068,7592.14,0.45,0.9083,239.632
801,50,0.973,0.79,1,245.137,1294.73,63.96,3.84,0.9903,238.677,600002,01-10-2018 06:41,1211.66,7955.79,1226.6,100.398,7592.15,0.45,0.9071,240.104
802,50,0.99,0.79,1,245.74,1294.73,63.96,7.118,1,237.654,600002,01-10-2018 06:42,2052.28,7955.81,2052.28,44.567,7592.17,0.45,0.9083,240.174
803,50,0.9672,6.54,0.9572,243.933,1294.73,63.96,6.975,1,238.44,600002,01-10-2018 06:42,3301.62,7955.84,3378.37,620.246,7592.2,0.45,0.9052,240.64
804,50,0.94,11.899,0.9047,242.168,1294.74,63.96,6.951,1,239.162,600002,01-10-2018 06:43,4444,7955.88,4611.85,1234.57,7592.24,0.396,0.8704,242.325
805,50,0.9566,7.57,0.9398,243.597,1294.75,63.96,6.988,1,238.789,600002,01-10-2018 06:43,3493.77,7955.91,3600,788.382,7592.26,0.39,0.8674,242.052
806,50,0.99,0.79,1,245.737,1294.75,63.96,7.023,1,238.429,600002,01-10-2018 06:44,2016.73,7955.92,2016.73,46.196,7592.28,0.39,0.8689,241.784
807,50,0.97,0.79,1,244.783,1294.75,63.96,0.504,1,241.177,600002,01-10-2018 06:44,473.396,7955.93,475.263,45.263,7592.29,0.39,0.8716,241.47
808,50,0.9512,0.79,1,244.802,1294.75,63.96,4.029,0.9718,240.043,600002,01-10-2018 06:45,1147.86,7955.94,1261.26,456.463,7592.29,0.39,0.8691,241.937
809,50,0.95,0.79,1,245.018,1294.76,63.96,10.279,0.95,237.789,600002,01-10-2018 06:45,2615.57,7955.96,2732.28,792.567,7592.32,0.39,0.8692,242.489
810,50,0.95,0.79,1,245.11,1294.77,63.96,10.241,0.95,237.737,600002,01-10-2018 06:46,2606.53,7955.98,2722.13,786.33,7592.34,0.39,0.8656,242.457
811,50,0.95,0.79,1,244.919,1294.77,63.96,10.22,0.95,237.824,600002,01-10-2018 06:46,2602.85,7956.01,2717.57,783.139,7592.36,0.39,0.86,242.396
812,50,0.95,0.79,1,244.796,1294.78,63.96,10.155,0.9447,237.74,600002,01-10-2018 06:47,2583.19,7956.03,2701.12,790.871,7592.38,0.39,0.86,242.452
813,50,0.9355,3.471,0.9564,244.147,1294.79,63.96,10.054,0.9433,238.047,600002,01-10-2018 06:47,3021.07,7956.05,3202.28,1049.14,7592.41,0.39,0.8592,242.361
814,50,0.9268,12.018,0.9143,241.16,1294.8,63.96,10.021,0.94,239.174,600002,01-10-2018 06:48,5043.15,7956.1,5404.38,1943.23,7592.45,0.39,0.8567,242.852
815,50,0.92,11.644,0.9042,241.412,1294.82,63.96,10.014,0.94,239.113,600002,01-10-2018 06:48,4929,7956.14,5310.07,1976.46,7592.49,0.39,0.8583,242.812
816,50,0.9483,1.109,0.9933,245.026,1294.83,63.96,10.028,0.9489,237.711,600002,01-10-2018 06:49,2722.07,7956.17,2859.28,872.711,7592.51,0.39,0.86,242.648
817,50,0.95,0.846,1,245.216,1294.83,63.96,10.027,0.95,237.556,600002,01-10-2018 06:49,2566.73,7956.19,2684,786.53,7592.53,0.39,0.86,242.356
818,50,0.95,0.79,1,245.012,1294.84,63.96,10.054,0.95,237.65,600002,01-10-2018 06:50,2558.77,7956.21,2676.38,786.69,7592.55,0.39,0.8606,242.359
819,50,0.95,0.79,1,245.088,1294.85,63.96,10.021,0.95,237.774,600002,01-10-2018 06:50,2551,7956.24,2669.15,787.228,7592.58,0.39,0.86,242.221
820,50,0.9499,0.79,1,245.176,1294.85,63.96,10.798,0.9493,237.636,600002,01-10-2018 06:51,2724.73,7956.26,2852.06,813.197,7592.6,0.39,0.86,242.483
821,50,0.99,0.79,1,245.751,1294.85,63.96,16.382,0.9984,235.905,600002,01-10-2018 06:51,4158,7956.29,4158.15,55.689,7592.63,0.39,0.8612,242.898
822,50,0.99,0.79,1,245.936,1294.85,63.96,16.311,0.9984,236.156,600002,01-10-2018 06:52,4144.4,7956.33,4144.66,60.598,7592.67,0.39,0.8585,242.871
823,50,0.99,0.79,1,245.924,1294.86,63.96,16.233,1,236.052,600002,01-10-2018 06:52,4125.06,7956.36,4125.06,47.931,7592.7,0.39,0.8577,242.89
824,50,0.99,18.998,0.9862,239.526,1294.86,63.96,16.184,0.9903,238.161,600002,01-10-2018 06:53,8465.07,7956.43,8499.64,759.069,7592.77,0.393,0.8503,244.232
825,50.08,0.99,19.887,0.98,239.525,1294.86,63.96,16.243,0.9931,238.403,600002,01-10-2018 06:53,8691.8,7956.51,8732.53,845.863,7592.85,0.398,0.85,244.29
826,50.1,0.9852,16.922,0.9852,240.577,1294.86,63.96,14.933,0.9864,238.103,600002,01-10-2018 06:54,7661.73,7956.57,7703.8,790.796,7592.91,0.396,0.851,244.496
827,50.1,0.97,9.801,1,242.62,1294.86,63.96,10,0.95,239.197,600002,01-10-2018 06:54,4758.07,7956.61,4822.93,791.211,7592.95,0.39,0.8575,243.897
828,50.1,0.97,9.81,1,242.815,1294.87,63.96,9.99,0.95,239.708,600002,01-10-2018 06:55,4764.93,7956.65,4830.06,793.309,7592.99,0.39,0.8585,243.985
829,50.1,0.97,9.81,1,242.912,1294.88,63.96,9.99,0.95,239.835,600002,01-10-2018 06:55,4766.77,7956.69,4831.61,792.998,7593.03,0.39,0.8582,244.02
830,50.1,0.97,9.816,1,242.977,1294.88,63.96,9.998,0.95,239.871,600002,01-10-2018 06:56,4770.5,7956.73,4835.56,794.246,7593.07,0.39,0.8571,244.227
831,50.1,0.97,9.82,1,243.043,1294.89,63.96,9.999,0.95,239.83,600002,01-10-2018 06:56,4772.06,7956.77,4837.06,793.33,7593.11,0.39,0.8542,244.27
832,50.1,0.97,9.817,1,242.976,1294.9,63.96,9.991,0.95,239.646,600002,01-10-2018 06:57,4767.43,7956.82,4832.14,790.855,7593.15,0.39,0.8561,244.218
