,Frequency,TotalPf,b_phase_current,b_phase_pf,b_phase_voltage,lag_only_reactive_energy,lead_only_reactive_energy,r_phase_current,r_phase_pf,r_phase_voltage,meter serial_no,timestamp,total_active_power,total_apparent_energy,total_apparent_power,total_reactive_power,total_real_energy,y_phase_current,y_phase_pf,y_phase_voltage
24002,50,0.9649,0.84,1,246.87,1329.29,64.87,0.49,1,243.523,600002,09-10-2018 09:18,421.396,8220.78,423.396,47.595,7848.94,0.39,0.86,241.963
24003,50,0.9682,0.84,1,246.859,1329.3,64.87,0.49,1,242.804,600002,09-10-2018 09:18,421.382,8220.78,423.382,47.304,7848.95,0.39,0.86,242.143
24004,50,0.9666,0.84,1,246.72,1329.3,64.87,0.49,1,242.558,600002,09-10-2018 09:19,421.229,8220.79,423.229,47.535,7848.95,0.39,0.8615,242.028
24005,50,0.966,0.84,1,246.802,1329.3,64.87,0.49,1,242.828,600002,09-10-2018 09:19,421.059,8220.79,423.059,47.495,7848.95,0.39,0.8602,242.109
24006,50,0.9683,0.84,1,246.854,1329.3,64.87,0.49,1,243.34,600002,09-10-2018 09:20,421.21,8220.8,423.21,47.282,7848.96,0.39,0.86,242.018
24007,50,0.963,0.84,1,246.671,1329.3,64.87,0.49,1,243.483,600002,09-10-2018 09:20,420.664,8220.8,422.664,47.796,7848.96,0.39,0.8583,242.123
24008,50,0.9668,0.84,1,246.119,1329.3,64.87,0.49,1,243.375,600002,09-10-2018 09:21,420.282,8220.8,422.282,47.212,7848.96,0.39,0.86,242.104
24009,50.05,0.9664,0.845,1,245.949,1329.3,64.87,0.49,1,243.484,600002,09-10-2018 09:21,421.064,8220.81,423.064,47.33,7848.97,0.39,0.86,242.043
24010,50.1,0.9683,0.927,1,245.93,1329.3,64.87,0.49,1,243.463,600002,09-10-2018 09:22,447.196,8220.81,449.196,47.263,7848.97,0.39,0.8602,242.116
24011,50.05,0.9656,0.864,1,245.872,1329.3,64.87,0.49,1,243.407,600002,09-10-2018 09:22,426.33,8220.81,428.33,47.748,7848.97,0.39,0.86,242.03
24012,50,0.97,0.92,1,245.677,1329.3,64.87,0.49,1,243.324,600002,09-10-2018 09:23,440.397,8220.82,442.397,46.998,7848.98,0.39,0.8605,241.911
24013,50,0.97,0.92,1,245.648,1329.3,64.87,0.49,1,243.132,600002,09-10-2018 09:23,440.353,8220.82,442.353,47.495,7848.98,0.39,0.86,241.933
24014,50.03,0.97,0.92,1,245.702,1329.3,64.87,0.49,1,243.03,600002,09-10-2018 09:24,440.13,8220.82,442.13,47.53,7848.99,0.39,0.8602,241.883
24015,50,0.97,0.92,1,245.578,1329.3,64.87,0.49,1,242.957,600002,09-10-2018 09:24,439.13,8220.83,441.13,47.13,7848.99,0.39,0.8606,241.917
24016,50,0.97,0.92,1,245.716,1329.3,64.87,0.49,1,242.823,600002,09-10-2018 09:25,439.663,8220.83,441.663,47.064,7848.99,0.39,0.8612,241.749
24017,50,0.97,0.92,1,245.596,1329.3,64.87,0.518,0.9993,242.803,600002,09-10-2018 09:25,439.329,8220.84,441.329,46.463,7849,0.39,0.8616,241.736
24018,50.02,0.97,1.021,1,245.534,1329.3,64.87,0.724,1,242.626,600002,09-10-2018 09:26,521.14,8220.84,522.925,46.71,7849,0.39,0.8611,241.696
24019,50,0.97,1.19,1,245.197,1329.3,64.87,0.72,1,242.519,600002,09-10-2018 09:26,560.495,8220.85,561.495,46.425,7849.01,0.39,0.8647,241.59
24020,50,0.97,1.138,1,245.176,1329.3,64.87,0.72,1,242.31,600002,09-10-2018 09:27,547.33,8220.85,548.598,46.329,7849.01,0.39,0.865,241.644
24021,50,0.97,1.112,1,245.154,1329.3,64.87,0.72,1,242.448,600002,09-10-2018 09:27,541.068,8220.86,542.568,46.496,7849.01,0.39,0.8639,241.583
24022,50,0.97,1.119,1,245.077,1329.3,64.87,0.72,1,242.323,600002,09-10-2018 09:28,541.064,8220.86,542.463,46.396,7849.02,0.39,0.8624,241.324
24023,50,0.971,1.407,0.9916,245.043,1329.3,64.87,0.72,1,242.391,600002,09-10-2018 09:28,610.53,8220.86,612.996,60.397,7849.02,0.39,0.8604,241.382
24024,50,0.9763,1.46,0.9929,244.943,1329.3,64.87,0.72,1,242.429,600002,09-10-2018 09:29,623.264,8220.87,625.063,54.196,7849.03,0.39,0.861,241.323
24025,50,0.9784,1.465,0.9976,245.057,1329.3,64.87,0.72,1,242.456,600002,09-10-2018 09:29,624.663,8220.88,625.93,49.13,7849.03,0.39,0.8636,241.33
24026,50,0.9768,1.47,0.9989,245.026,1329.3,64.87,0.72,1,242.447,600002,09-10-2018 09:30,624.855,8220.88,625.925,47.424,7849.04,0.39,0.8611,241.361
24027,50,0.9777,1.47,0.9989,244.924,1329.3,64.87,0.72,1,242.337,600002,09-10-2018 09:30,624.53,8220.89,625.596,47.397,7849.04,0.39,0.8624,241.436
24028,50,0.9774,1.47,1,244.998,1329.3,64.87,0.718,1,242.451,600002,09-10-2018 09:31,625.843,8220.89,626.843,46.612,7849.05,0.39,0.8607,241.451
24029,50,0.9783,1.47,0.999,245.204,1329.31,64.87,0.715,1,242.204,600002,09-10-2018 09:31,625.211,8220.9,626.284,47.14,7849.06,0.39,0.8618,241.525
24030,50,0.9784,1.47,1,244.963,1329.31,64.87,0.71,1,242.077,600002,09-10-2018 09:32,624.33,8220.9,625.33,46.597,7849.06,0.39,0.8631,241.685
24031,50,0.98,1.47,1,244.983,1329.31,64.87,0.71,1,242.164,600002,09-10-2018 09:32,625.263,8220.91,626.263,46.329,7849.07,0.39,0.863,241.597
24032,50,0.9784,1.47,1,245.112,1329.31,64.87,0.71,1,242.05,600002,09-10-2018 09:33,625.596,8220.91,626.596,46.73,7849.07,0.39,0.8609,241.496
